"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior","firstname_a","lastname_a","birthyear_a","zipcode_a","firstname_b","lastname_b","birthyear_b","zipcode_b","first_name_distance","last_name_distance","birth_year_distance","posterior_bin"
3944,"Emily","Davis",1974,12417,0,2,0,2,0.352540029046541,"Emily","Davis",1974,12417,"kmily","Davis",1973,12417,1,0,1,"(0.3,0.4]"
3945,"Olivia","Brown",1977,16688,2,2,2,2,0.999606254813491,"Olivia","Brown",1977,16688,"Olivia","Brown",1977,16688,0,0,0,"(0.9,1]"
3946,"Jane","Williams",1970,17377,2,0,0,2,0.350824129674507,"Jane","Williams",1970,17377,"Jane","Wmlliams",1969,17377,0,1,1,"(0.3,0.4]"
3947,"Emma","Davis",1979,16705,2,2,2,2,0.999606254813491,"Emma","Davis",1979,16705,"Emma","Davis",1979,16705,0,0,0,"(0.9,1]"
3948,"Emily","Rodriguez",2000,14685,2,2,0,2,0.953764941384782,"Emily","Rodriguez",2000,14685,"Emily","Rodriguez",2002,14685,0,0,2,"(0.9,1]"
3949,"David","Miller",1998,17081,2,2,2,2,0.999606254813491,"David","Miller",1998,17081,"David","Miller",1998,17081,0,0,0,"(0.9,1]"
3950,"Sarah","Brown",1976,19350,2,2,2,2,0.999606254813491,"Sarah","Brown",1976,19350,"Sarah","Brown",1976,19350,0,0,0,"(0.9,1]"
3951,"David","Garcia",1977,15536,2,2,2,2,0.999606254813491,"David","Garcia",1977,15536,"David","Garcia",1977,15536,0,0,0,"(0.9,1]"
3952,"Emily","Brown",1984,16573,2,2,2,2,0.999606254813491,"Emily","Brown",1984,16573,"Emily","Brown",1984,16573,0,0,0,"(0.9,1]"
3953,"David","Williams",1986,11365,2,2,2,2,0.999606254813491,"David","Williams",1986,11365,"David","Williams",1986,11365,0,0,0,"(0.9,1]"
3954,"William","Davis",1976,17712,0,2,2,2,0.985296268614473,"William","Davis",1976,17712,"hunoium","Davis",1976,17712,5,0,0,"(0.9,1]"
3955,"William","Williams",1989,16051,2,0,2,2,0.9851868388166,"William","Williams",1989,16051,"William","psfleeap",1989,16051,0,7,0,"(0.9,1]"
3956,"Olivia","Davis",1994,18772,2,2,0,2,0.953764941384782,"Olivia","Davis",1994,18772,"Olivia","Davis",1996,18772,0,0,2,"(0.9,1]"
3957,"Olivia","Davis",1976,17617,2,2,2,2,0.999606254813491,"Olivia","Davis",1976,17617,"Olivia","Davis",1976,17617,0,0,0,"(0.9,1]"
3958,"Olivia","Johnson",1981,10041,2,2,2,2,0.999606254813491,"Olivia","Johnson",1981,10041,"Olivia","Johnson",1981,10041,0,0,0,"(0.9,1]"
3959,"Jane","Garcia",1993,17067,0,2,2,2,0.985296268614473,"Jane","Garcia",1993,17067,"rcpa","Garcia",1993,17067,4,0,0,"(0.9,1]"
3960,"Jane","Rodriguez",1985,14026,2,2,0,2,0.953764941384782,"Jane","Rodriguez",1985,14026,"Jane","Rodriguez",1983,14026,0,0,2,"(0.9,1]"
3961,"Olivia","Brown",1977,10424,2,2,2,2,0.999606254813491,"Olivia","Brown",1977,10424,"Olivia","Brown",1977,10424,0,0,0,"(0.9,1]"
3962,"Jane","Garcia",1974,19753,2,0,2,2,0.9851868388166,"Jane","Garcia",1974,19753,"Jane","Gurxma",1974,19753,0,3,0,"(0.9,1]"
3963,"David","Miller",1991,11243,2,2,2,2,0.999606254813491,"David","Miller",1991,11243,"David","Miller",1991,11243,0,0,0,"(0.9,1]"
3964,"John","Brown",1986,18640,2,2,2,2,0.999606254813491,"John","Brown",1986,18640,"John","Brown",1986,18640,0,0,0,"(0.9,1]"
3965,"Sarah","Williams",1979,10309,2,2,2,2,0.999606254813491,"Sarah","Williams",1979,10309,"Sarah","Williams",1979,10309,0,0,0,"(0.9,1]"
3966,"Sarah","Smith",1983,17393,2,2,2,2,0.999606254813491,"Sarah","Smith",1983,17393,"Sarah","Smith",1983,17393,0,0,0,"(0.9,1]"
3967,"Olivia","Davis",1983,16547,0,2,2,2,0.985296268614473,"Olivia","Davis",1983,16547,"baivia","Davis",1983,16547,2,0,0,"(0.9,1]"
3968,"Emma","Smith",1980,18559,2,0,2,2,0.9851868388166,"Emma","Smith",1980,18559,"Emma","umcth",1980,18559,0,2,0,"(0.9,1]"
3969,"William","Martinez",1983,11174,0,0,2,2,0.637087109523096,"William","Martinez",1983,11174,"Willdam","dleykfnl",1983,11174,1,8,0,"(0.6,0.7]"
3970,"Jane","Johnson",1976,13669,2,2,2,2,0.999606254813491,"Jane","Johnson",1976,13669,"Jane","Johnson",1976,13669,0,0,0,"(0.9,1]"
3971,"David","Davis",1990,11491,0,2,2,2,0.985296268614473,"David","Davis",1990,11491,"jfvyb","Davis",1990,11491,4,0,0,"(0.9,1]"
3972,"John","Davis",1980,18142,0,2,2,2,0.985296268614473,"John","Davis",1980,18142,"lhqw","Davis",1980,18142,4,0,0,"(0.9,1]"
3973,"John","Davis",1977,16113,0,2,2,2,0.985296268614473,"John","Davis",1977,16113,"Jqhn","Davis",1977,16113,1,0,0,"(0.9,1]"
3974,"Jane","Garcia",1988,13249,2,0,0,2,0.350824129674507,"Jane","Garcia",1988,13249,"Jane","iafcep",1989,13249,0,4,1,"(0.3,0.4]"
3975,"Michael","Brown",1984,11507,2,2,2,2,0.999606254813491,"Michael","Brown",1984,11507,"Michael","Brown",1984,11507,0,0,0,"(0.9,1]"
3976,"Sarah","Davis",1995,15454,0,2,2,2,0.985296268614473,"Sarah","Davis",1995,15454,"Sabah","Davis",1995,15454,1,0,0,"(0.9,1]"
3977,"Jane","Davis",1997,18553,2,2,2,2,0.999606254813491,"Jane","Davis",1997,18553,"Jane","Davis",1997,18553,0,0,0,"(0.9,1]"
3978,"Olivia","Williams",1987,19643,2,2,2,2,0.999606254813491,"Olivia","Williams",1987,19643,"Olivia","Williams",1987,19643,0,0,0,"(0.9,1]"
3979,"Olivia","Garcia",1989,12739,2,2,2,2,0.999606254813491,"Olivia","Garcia",1989,12739,"Olivia","Garcia",1989,12739,0,0,0,"(0.9,1]"
3980,"James","Davis",1980,16558,2,0,2,2,0.9851868388166,"James","Davis",1980,16558,"James","lavxs",1980,16558,0,2,0,"(0.9,1]"
3981,"John","Garcia",1997,19108,0,2,0,2,0.352540029046541,"John","Garcia",1997,19108,"Jfhh","Garcia",1995,19108,2,0,2,"(0.3,0.4]"
3982,"William","Rodriguez",1971,17929,0,2,2,2,0.985296268614473,"William","Rodriguez",1971,17929,"nmlliam","Rodriguez",1971,17929,2,0,0,"(0.9,1]"
3983,"John","Miller",1994,15726,2,2,2,2,0.999606254813491,"John","Miller",1994,15726,"John","Miller",1994,15726,0,0,0,"(0.9,1]"
3984,"John","Johnson",1985,11680,0,2,0,2,0.352540029046541,"John","Johnson",1985,11680,"lohm","Johnson",1984,11680,2,0,1,"(0.3,0.4]"
3985,"Emma","Davis",1980,11842,2,0,0,2,0.350824129674507,"Emma","Davis",1980,11842,"Emma","sabmm",1982,11842,0,4,2,"(0.3,0.4]"
3986,"William","Rodriguez",1988,15011,2,2,2,2,0.999606254813491,"William","Rodriguez",1988,15011,"William","Rodriguez",1988,15011,0,0,0,"(0.9,1]"
3987,"Emma","Garcia",1989,19782,2,2,2,2,0.999606254813491,"Emma","Garcia",1989,19782,"Emma","Garcia",1989,19782,0,0,0,"(0.9,1]"
3988,"Emily","Garcia",1987,13975,2,2,2,2,0.999606254813491,"Emily","Garcia",1987,13975,"Emily","Garcia",1987,13975,0,0,0,"(0.9,1]"
3989,"Michael","Johnson",1975,16328,2,0,2,2,0.9851868388166,"Michael","Johnson",1975,16328,"Michael","Jcpxxyj",1975,16328,0,6,0,"(0.9,1]"
3990,"Michael","Miller",1985,15532,2,2,2,2,0.999606254813491,"Michael","Miller",1985,15532,"Michael","Miller",1985,15532,0,0,0,"(0.9,1]"
3991,"William","Garcia",1990,14048,2,2,2,2,0.999606254813491,"William","Garcia",1990,14048,"William","Garcia",1990,14048,0,0,0,"(0.9,1]"
3992,"Emma","Garcia",1974,18901,2,2,0,2,0.953764941384782,"Emma","Garcia",1974,18901,"Emma","Garcia",1973,18901,0,0,1,"(0.9,1]"
3993,"Olivia","Rodriguez",1972,14774,0,2,0,2,0.352540029046541,"Olivia","Rodriguez",1972,14774,"tmigaa","Rodriguez",1973,14774,4,0,1,"(0.3,0.4]"
3994,"William","Jones",1981,17077,0,2,2,2,0.985296268614473,"William","Jones",1981,17077,"Williad","Jones",1981,17077,1,0,0,"(0.9,1]"
3995,"William","Williams",1971,18705,2,2,0,2,0.953764941384782,"William","Williams",1971,18705,"William","Williams",1970,18705,0,0,1,"(0.9,1]"
3996,"James","Johnson",1977,12848,2,0,2,2,0.9851868388166,"James","Johnson",1977,12848,"James","bzenswn",1977,12848,0,4,0,"(0.9,1]"
3997,"Emma","Miller",1995,13483,2,0,2,2,0.9851868388166,"Emma","Miller",1995,13483,"Emma","Mimltr",1995,13483,0,2,0,"(0.9,1]"
3998,"Jane","Martinez",1995,17454,2,2,2,2,0.999606254813491,"Jane","Martinez",1995,17454,"Jane","Martinez",1995,17454,0,0,0,"(0.9,1]"
3999,"David","Davis",1984,10556,2,2,0,2,0.953764941384782,"David","Davis",1984,10556,"David","Davis",1985,10556,0,0,1,"(0.9,1]"
4000,"Sarah","Miller",1992,15352,2,2,2,2,0.999606254813491,"Sarah","Miller",1992,15352,"Sarah","Miller",1992,15352,0,0,0,"(0.9,1]"
4001,"Olivia","Garcia",1992,16915,2,2,2,2,0.999606254813491,"Olivia","Garcia",1992,16915,"Olivia","Garcia",1992,16915,0,0,0,"(0.9,1]"
4002,"John","Johnson",1974,18463,0,2,0,2,0.352540029046541,"John","Johnson",1974,18463,"lohn","Johnson",1972,18463,1,0,2,"(0.3,0.4]"
4003,"Sarah","Miller",1989,14866,2,0,2,2,0.9851868388166,"Sarah","Miller",1989,14866,"Sarah","Mnllek",1989,14866,0,2,0,"(0.9,1]"
4004,"Olivia","Rodriguez",1997,16843,0,2,0,2,0.352540029046541,"Olivia","Rodriguez",1997,16843,"zliviw","Rodriguez",1995,16843,2,0,2,"(0.3,0.4]"
4005,"Emily","Garcia",1979,17016,0,2,0,2,0.352540029046541,"Emily","Garcia",1979,17016,"lmsjb","Garcia",1977,17016,4,0,2,"(0.3,0.4]"
4006,"David","Smith",1985,14313,2,0,2,2,0.9851868388166,"David","Smith",1985,14313,"David","xfifh",1985,14313,0,3,0,"(0.9,1]"
4007,"Emily","Martinez",1986,19978,2,2,2,2,0.999606254813491,"Emily","Martinez",1986,19978,"Emily","Martinez",1986,19978,0,0,0,"(0.9,1]"
4008,"Emily","Miller",1981,13114,2,2,0,2,0.953764941384782,"Emily","Miller",1981,13114,"Emily","Miller",1980,13114,0,0,1,"(0.9,1]"
4009,"Emma","Williams",1981,16388,0,0,2,2,0.637087109523096,"Emma","Williams",1981,16388,"Eemi","brlliamn",1981,16388,2,3,0,"(0.6,0.7]"
4010,"Olivia","Brown",1998,16889,2,2,2,2,0.999606254813491,"Olivia","Brown",1998,16889,"Olivia","Brown",1998,16889,0,0,0,"(0.9,1]"
4011,"John","Smith",1997,12312,2,2,2,2,0.999606254813491,"John","Smith",1997,12312,"John","Smith",1997,12312,0,0,0,"(0.9,1]"
4012,"David","Rodriguez",1991,14576,0,2,2,2,0.985296268614473,"David","Rodriguez",1991,14576,"Daved","Rodriguez",1991,14576,1,0,0,"(0.9,1]"
4013,"John","Jones",1993,12551,2,2,2,2,0.999606254813491,"John","Jones",1993,12551,"John","Jones",1993,12551,0,0,0,"(0.9,1]"
4014,"James","Rodriguez",1977,10087,0,2,0,2,0.352540029046541,"James","Rodriguez",1977,10087,"Jamdb","Rodriguez",1976,10087,2,0,1,"(0.3,0.4]"
4015,"Jane","Rodriguez",1985,18646,0,2,2,2,0.985296268614473,"Jane","Rodriguez",1985,18646,"Jkzf","Rodriguez",1985,18646,3,0,0,"(0.9,1]"
4016,"Sarah","Davis",1996,18587,2,2,2,2,0.999606254813491,"Sarah","Davis",1996,18587,"Sarah","Davis",1996,18587,0,0,0,"(0.9,1]"
4017,"Emily","Smith",1999,16136,2,2,2,2,0.999606254813491,"Emily","Smith",1999,16136,"Emily","Smith",1999,16136,0,0,0,"(0.9,1]"
4018,"David","Smith",1973,17490,0,2,2,2,0.985296268614473,"David","Smith",1973,17490,"oyoir","Smith",1973,17490,4,0,0,"(0.9,1]"
4019,"John","Smith",1973,11466,2,2,2,2,0.999606254813491,"John","Smith",1973,11466,"John","Smith",1973,11466,0,0,0,"(0.9,1]"
4020,"Jane","Johnson",1983,10869,2,2,2,2,0.999606254813491,"Jane","Johnson",1983,10869,"Jane","Johnson",1983,10869,0,0,0,"(0.9,1]"
4021,"Emma","Brown",1995,11914,2,0,2,2,0.9851868388166,"Emma","Brown",1995,11914,"Emma","nrown",1995,11914,0,1,0,"(0.9,1]"
4022,"Michael","Davis",1981,19363,2,2,0,2,0.953764941384782,"Michael","Davis",1981,19363,"Michael","Davis",1983,19363,0,0,2,"(0.9,1]"
4023,"James","Rodriguez",1978,15865,0,2,2,2,0.985296268614473,"James","Rodriguez",1978,15865,"wames","Rodriguez",1978,15865,1,0,0,"(0.9,1]"
4024,"Emily","Miller",1980,17668,2,2,0,2,0.953764941384782,"Emily","Miller",1980,17668,"Emily","Miller",1978,17668,0,0,2,"(0.9,1]"
4025,"William","Smith",1970,11472,2,2,2,2,0.999606254813491,"William","Smith",1970,11472,"William","Smith",1970,11472,0,0,0,"(0.9,1]"
4026,"Jane","Garcia",1974,11645,0,2,2,2,0.985296268614473,"Jane","Garcia",1974,11645,"Jhnp","Garcia",1974,11645,2,0,0,"(0.9,1]"
4027,"Olivia","Johnson",1993,11048,2,2,0,2,0.953764941384782,"Olivia","Johnson",1993,11048,"Olivia","Johnson",1995,11048,0,0,2,"(0.9,1]"
4028,"Sarah","Jones",1979,11997,0,0,2,2,0.637087109523096,"Sarah","Jones",1979,11997,"djrmv","fbgxs",1979,11997,4,4,0,"(0.6,0.7]"
4029,"John","Martinez",1991,17129,2,2,2,2,0.999606254813491,"John","Martinez",1991,17129,"John","Martinez",1991,17129,0,0,0,"(0.9,1]"
4030,"David","Miller",1978,19863,0,2,2,2,0.985296268614473,"David","Miller",1978,19863,"uavid","Miller",1978,19863,1,0,0,"(0.9,1]"
4031,"Emma","Martinez",1972,16299,0,2,2,2,0.985296268614473,"Emma","Martinez",1972,16299,"sema","Martinez",1972,16299,2,0,0,"(0.9,1]"
4032,"Sarah","Rodriguez",1974,16008,0,2,0,2,0.352540029046541,"Sarah","Rodriguez",1974,16008,"Syvzh","Rodriguez",1976,16008,3,0,2,"(0.3,0.4]"
4033,"John","Brown",1970,10778,0,2,0,2,0.352540029046541,"John","Brown",1970,10778,"Johr","Brown",1968,10778,1,0,2,"(0.3,0.4]"
4034,"John","Martinez",1971,10932,2,2,0,2,0.953764941384782,"John","Martinez",1971,10932,"John","Martinez",1973,10932,0,0,2,"(0.9,1]"
4035,"David","Johnson",1979,10922,2,2,0,2,0.953764941384782,"David","Johnson",1979,10922,"David","Johnson",1977,10922,0,0,2,"(0.9,1]"
4036,"Emily","Miller",2000,16997,2,2,2,2,0.999606254813491,"Emily","Miller",2000,16997,"Emily","Miller",2000,16997,0,0,0,"(0.9,1]"
4037,"Emma","Johnson",1974,16604,2,0,2,2,0.9851868388166,"Emma","Johnson",1974,16604,"Emma","sicnson",1974,16604,0,3,0,"(0.9,1]"
4038,"David","Garcia",1999,17160,0,2,2,2,0.985296268614473,"David","Garcia",1999,17160,"aaves","Garcia",1999,17160,3,0,0,"(0.9,1]"
4039,"Emily","Miller",1980,13450,2,2,2,2,0.999606254813491,"Emily","Miller",1980,13450,"Emily","Miller",1980,13450,0,0,0,"(0.9,1]"
4040,"Michael","Brown",1975,10655,2,2,2,2,0.999606254813491,"Michael","Brown",1975,10655,"Michael","Brown",1975,10655,0,0,0,"(0.9,1]"
4041,"John","Williams",1980,10883,2,0,2,2,0.9851868388166,"John","Williams",1980,10883,"John","fnikbkxs",1980,10883,0,7,0,"(0.9,1]"
4042,"Michael","Davis",1970,16167,2,0,2,2,0.9851868388166,"Michael","Davis",1970,16167,"Michael","wafis",1970,16167,0,2,0,"(0.9,1]"
4043,"James","Williams",1981,19607,2,2,2,2,0.999606254813491,"James","Williams",1981,19607,"James","Williams",1981,19607,0,0,0,"(0.9,1]"
4044,"William","Johnson",1980,15332,2,0,2,2,0.9851868388166,"William","Johnson",1980,15332,"William","mdyzqhx",1980,15332,0,7,0,"(0.9,1]"
4045,"Jane","Martinez",1971,15521,2,0,2,2,0.9851868388166,"Jane","Martinez",1971,15521,"Jane","Moiunnjn",1971,15521,0,6,0,"(0.9,1]"
4046,"Sarah","Davis",1990,14817,2,0,2,2,0.9851868388166,"Sarah","Davis",1990,14817,"Sarah","clcue",1990,14817,0,5,0,"(0.9,1]"
4047,"Jane","Garcia",1989,17309,2,2,2,2,0.999606254813491,"Jane","Garcia",1989,17309,"Jane","Garcia",1989,17309,0,0,0,"(0.9,1]"
4048,"John","Johnson",1987,19073,2,2,2,2,0.999606254813491,"John","Johnson",1987,19073,"John","Johnson",1987,19073,0,0,0,"(0.9,1]"
4049,"James","Williams",1982,14452,2,2,0,2,0.953764941384782,"James","Williams",1982,14452,"James","Williams",1984,14452,0,0,2,"(0.9,1]"
4050,"William","Garcia",1983,10545,0,2,2,2,0.985296268614473,"William","Garcia",1983,10545,"Wtfcqal","Garcia",1983,10545,5,0,0,"(0.9,1]"
4051,"James","Garcia",1990,16577,2,0,0,2,0.350824129674507,"James","Garcia",1990,16577,"James","Gwbekg",1991,16577,0,5,1,"(0.3,0.4]"
4052,"William","Garcia",1974,16132,2,2,2,2,0.999606254813491,"William","Garcia",1974,16132,"William","Garcia",1974,16132,0,0,0,"(0.9,1]"
4053,"Sarah","Rodriguez",1975,19405,2,2,0,2,0.953764941384782,"Sarah","Rodriguez",1975,19405,"Sarah","Rodriguez",1976,19405,0,0,1,"(0.9,1]"
4054,"Emily","Martinez",1973,17691,2,2,2,2,0.999606254813491,"Emily","Martinez",1973,17691,"Emily","Martinez",1973,17691,0,0,0,"(0.9,1]"
4055,"Michael","Smith",1981,19127,2,2,2,2,0.999606254813491,"Michael","Smith",1981,19127,"Michael","Smith",1981,19127,0,0,0,"(0.9,1]"
4056,"Emma","Johnson",1996,15499,0,2,2,2,0.985296268614473,"Emma","Johnson",1996,15499,"ymmc","Johnson",1996,15499,2,0,0,"(0.9,1]"
4057,"Emma","Johnson",1973,11213,2,0,2,2,0.9851868388166,"Emma","Johnson",1973,11213,"Emma","Johnsoz",1973,11213,0,1,0,"(0.9,1]"
4058,"John","Rodriguez",1984,10815,2,2,0,2,0.953764941384782,"John","Rodriguez",1984,10815,"John","Rodriguez",1982,10815,0,0,2,"(0.9,1]"
4059,"John","Rodriguez",1983,18512,2,0,2,2,0.9851868388166,"John","Rodriguez",1983,18512,"John","Rowrdvwes",1983,18512,0,5,0,"(0.9,1]"
4060,"James","Rodriguez",1970,16646,2,0,2,2,0.9851868388166,"James","Rodriguez",1970,16646,"James","cofvsgukz",1970,16646,0,5,0,"(0.9,1]"
4061,"John","Williams",1994,16138,2,0,2,2,0.9851868388166,"John","Williams",1994,16138,"John","Wizkiajs",1994,16138,0,3,0,"(0.9,1]"
4062,"Olivia","Brown",2000,18000,2,2,2,2,0.999606254813491,"Olivia","Brown",2000,18000,"Olivia","Brown",2000,18000,0,0,0,"(0.9,1]"
4063,"Emma","Miller",1977,13217,0,2,2,2,0.985296268614473,"Emma","Miller",1977,13217,"lmwj","Miller",1977,13217,3,0,0,"(0.9,1]"
4064,"Sarah","Garcia",1980,11130,2,2,2,2,0.999606254813491,"Sarah","Garcia",1980,11130,"Sarah","Garcia",1980,11130,0,0,0,"(0.9,1]"
4065,"James","Miller",1973,11363,2,2,2,2,0.999606254813491,"James","Miller",1973,11363,"James","Miller",1973,11363,0,0,0,"(0.9,1]"
4066,"William","Brown",1982,18770,2,2,2,2,0.999606254813491,"William","Brown",1982,18770,"William","Brown",1982,18770,0,0,0,"(0.9,1]"
4067,"Emma","Davis",1993,19816,2,2,2,2,0.999606254813491,"Emma","Davis",1993,19816,"Emma","Davis",1993,19816,0,0,0,"(0.9,1]"
4068,"Jane","Brown",1975,18622,2,0,2,2,0.9851868388166,"Jane","Brown",1975,18622,"Jane","Browk",1975,18622,0,1,0,"(0.9,1]"
4069,"James","Jones",1994,18101,2,2,2,2,0.999606254813491,"James","Jones",1994,18101,"James","Jones",1994,18101,0,0,0,"(0.9,1]"
4070,"Sarah","Miller",1983,16099,0,2,2,2,0.985296268614473,"Sarah","Miller",1983,16099,"nsroe","Miller",1983,16099,4,0,0,"(0.9,1]"
4071,"Emma","Garcia",1970,14631,2,2,0,2,0.953764941384782,"Emma","Garcia",1970,14631,"Emma","Garcia",1968,14631,0,0,2,"(0.9,1]"
4072,"William","Williams",1986,17920,2,2,2,2,0.999606254813491,"William","Williams",1986,17920,"William","Williams",1986,17920,0,0,0,"(0.9,1]"
4073,"James","Miller",1987,13212,2,2,2,2,0.999606254813491,"James","Miller",1987,13212,"James","Miller",1987,13212,0,0,0,"(0.9,1]"
4074,"Emma","Smith",1993,10350,2,2,2,2,0.999606254813491,"Emma","Smith",1993,10350,"Emma","Smith",1993,10350,0,0,0,"(0.9,1]"
4075,"Emily","Martinez",1991,15917,2,0,2,2,0.9851868388166,"Emily","Martinez",1991,15917,"Emily","Mwytifgy",1991,15917,0,5,0,"(0.9,1]"
4076,"Jane","Miller",1988,17107,2,2,0,2,0.953764941384782,"Jane","Miller",1988,17107,"Jane","Miller",1989,17107,0,0,1,"(0.9,1]"
4077,"David","Jones",1989,15409,2,0,2,2,0.9851868388166,"David","Jones",1989,15409,"David","Joxcn",1989,15409,0,3,0,"(0.9,1]"
4078,"James","Williams",1973,13101,0,2,2,2,0.985296268614473,"James","Williams",1973,13101,"yameu","Williams",1973,13101,2,0,0,"(0.9,1]"
4079,"William","Brown",1984,17074,0,2,2,2,0.985296268614473,"William","Brown",1984,17074,"oilliaa","Brown",1984,17074,2,0,0,"(0.9,1]"
4080,"Jane","Miller",1996,14936,2,0,2,2,0.9851868388166,"Jane","Miller",1996,14936,"Jane","ripvjv",1996,14936,0,5,0,"(0.9,1]"
4081,"James","Davis",1977,15070,2,0,2,2,0.9851868388166,"James","Davis",1977,15070,"James","eaqsd",1977,15070,0,4,0,"(0.9,1]"
4082,"John","Johnson",1976,13993,2,2,2,2,0.999606254813491,"John","Johnson",1976,13993,"John","Johnson",1976,13993,0,0,0,"(0.9,1]"
4083,"Jane","Johnson",1972,17275,2,2,2,2,0.999606254813491,"Jane","Johnson",1972,17275,"Jane","Johnson",1972,17275,0,0,0,"(0.9,1]"
4084,"Michael","Martinez",1978,15934,0,2,2,2,0.985296268614473,"Michael","Martinez",1978,15934,"kipttgz","Martinez",1978,15934,6,0,0,"(0.9,1]"
4085,"Olivia","Smith",1993,12894,2,2,2,2,0.999606254813491,"Olivia","Smith",1993,12894,"Olivia","Smith",1993,12894,0,0,0,"(0.9,1]"
4086,"William","Smith",1989,12214,2,2,2,2,0.999606254813491,"William","Smith",1989,12214,"William","Smith",1989,12214,0,0,0,"(0.9,1]"
4087,"Jane","Davis",1986,10445,2,0,2,2,0.9851868388166,"Jane","Davis",1986,10445,"Jane","David",1986,10445,0,1,0,"(0.9,1]"
4088,"Emily","Jones",1988,12663,2,2,2,2,0.999606254813491,"Emily","Jones",1988,12663,"Emily","Jones",1988,12663,0,0,0,"(0.9,1]"
4089,"Olivia","Rodriguez",2000,16030,2,0,2,2,0.9851868388166,"Olivia","Rodriguez",2000,16030,"Olivia","vmarijuez",2000,16030,0,4,0,"(0.9,1]"
4090,"James","Brown",1989,16003,0,2,2,2,0.985296268614473,"James","Brown",1989,16003,"sainb","Brown",1989,16003,4,0,0,"(0.9,1]"
4091,"Michael","Garcia",1975,16294,0,2,2,2,0.985296268614473,"Michael","Garcia",1975,16294,"vvvohpy","Garcia",1975,16294,7,0,0,"(0.9,1]"
4092,"Emma","Williams",1975,19976,2,2,0,2,0.953764941384782,"Emma","Williams",1975,19976,"Emma","Williams",1977,19976,0,0,2,"(0.9,1]"
4093,"William","Jones",1979,19217,2,0,2,2,0.9851868388166,"William","Jones",1979,19217,"William","Jcnlu",1979,19217,0,3,0,"(0.9,1]"
4094,"James","Brown",1991,13881,2,2,2,2,0.999606254813491,"James","Brown",1991,13881,"James","Brown",1991,13881,0,0,0,"(0.9,1]"
4095,"Sarah","Garcia",1970,19723,2,0,2,2,0.9851868388166,"Sarah","Garcia",1970,19723,"Sarah","Garcis",1970,19723,0,1,0,"(0.9,1]"
4096,"Jane","Smith",1998,18369,0,2,2,2,0.985296268614473,"Jane","Smith",1998,18369,"vane","Smith",1998,18369,1,0,0,"(0.9,1]"
4097,"William","Davis",1983,14846,2,2,2,2,0.999606254813491,"William","Davis",1983,14846,"William","Davis",1983,14846,0,0,0,"(0.9,1]"
4098,"Sarah","Williams",1973,14969,2,2,0,2,0.953764941384782,"Sarah","Williams",1973,14969,"Sarah","Williams",1975,14969,0,0,2,"(0.9,1]"
4099,"Michael","Miller",1975,10433,2,0,0,2,0.350824129674507,"Michael","Miller",1975,10433,"Michael","Mgrhic",1977,10433,0,5,2,"(0.3,0.4]"
4100,"Jane","Jones",1975,16535,2,2,0,2,0.953764941384782,"Jane","Jones",1975,16535,"Jane","Jones",1976,16535,0,0,1,"(0.9,1]"
4101,"Sarah","Smith",1985,15761,0,0,2,2,0.637087109523096,"Sarah","Smith",1985,15761,"akrau","cpith",1985,15761,3,2,0,"(0.6,0.7]"
4102,"John","Brown",1999,14336,0,2,0,2,0.352540029046541,"John","Brown",1999,14336,"xfho","Brown",1998,14336,3,0,1,"(0.3,0.4]"
4103,"David","Johnson",1984,19443,2,2,0,2,0.953764941384782,"David","Johnson",1984,19443,"David","Johnson",1986,19443,0,0,2,"(0.9,1]"
4104,"William","Brown",1977,19527,2,2,2,2,0.999606254813491,"William","Brown",1977,19527,"William","Brown",1977,19527,0,0,0,"(0.9,1]"
4105,"James","Williams",1980,13153,2,2,0,2,0.953764941384782,"James","Williams",1980,13153,"James","Williams",1982,13153,0,0,2,"(0.9,1]"
4106,"Emily","Miller",1977,16415,2,2,2,2,0.999606254813491,"Emily","Miller",1977,16415,"Emily","Miller",1977,16415,0,0,0,"(0.9,1]"
4107,"Olivia","Garcia",1975,10770,2,2,2,2,0.999606254813491,"Olivia","Garcia",1975,10770,"Olivia","Garcia",1975,10770,0,0,0,"(0.9,1]"
4108,"John","Smith",1975,19937,0,2,0,2,0.352540029046541,"John","Smith",1975,19937,"yhyz","Smith",1973,19937,4,0,2,"(0.3,0.4]"
4109,"Emma","Brown",1997,13233,2,0,2,2,0.9851868388166,"Emma","Brown",1997,13233,"Emma","Bwown",1997,13233,0,1,0,"(0.9,1]"
4110,"Sarah","Johnson",1993,11460,2,2,2,2,0.999606254813491,"Sarah","Johnson",1993,11460,"Sarah","Johnson",1993,11460,0,0,0,"(0.9,1]"
4111,"James","Johnson",1984,17475,2,2,2,2,0.999606254813491,"James","Johnson",1984,17475,"James","Johnson",1984,17475,0,0,0,"(0.9,1]"
4112,"John","Davis",1990,17170,2,0,2,2,0.9851868388166,"John","Davis",1990,17170,"John","Darhy",1990,17170,0,3,0,"(0.9,1]"
